"id","name","code"
13340,"Marianske Lazne Airport","MKA"
13341,"Charles B. Wheeler Downtown","MKC"
13342,"General Mitchell Field","MKE"
13344,"Muskegon County","MKG"
13345,"Obo Mboki Airport","MKI"
13346,"Makoua Airport","MKJ"
13347,"Molokai","MKK"
13348,"McKellar Field","MKL"
13349,"Mukah Airport","MKM"
13350,"Davis Field","MKO"
13351,"Makemo Airport","MKP"
13352,"Meekatharra Airport","MKR"
13353,"Mekane Selam Airport","MKS"
13354,"Mankato Regional","MKT"
13355,"Makokou Airport","MKU"
13356,"Rendani","MKW"
13357,"Mackay Airport","MKY"
13358,"Malacca Airport","MKZ"
13359,"Luqa International","MLA"
13360,"Melbourne International","MLB"
13361,"McAlester Regional","MLC"
13362,"Malad City Airport","MLD"
13363,"Ibrahim Nasir International","MLE"
13364,"Milford Municipal/Ben and Judy Briscoe Field","MLF"
13365,"Abdul Rachman Saleh","MLG"
13366,"EuroAirport","MLH"
13367,"Quad Cities International","MLI"
13368,"Malta Airport","MLK"
13369,"Marshall Don Hunter Sr.","MLL"
13370,"General Francisco J. Mujica International","MLM"
13371,"Melilla Airport","MLN"
13372,"Milos Airport","MLO"
13373,"Malabang Airport","MLP"
13374,"Malalaua Airport","MLQ"
13375,"Frank Wiley Field","MLS"
13376,"Millinocket Municipal","MLT"
13377,"Monroe Regional","MLU"
13378,"Merluna Airport","MLV"
13379,"Monrovia Spriggs Payne","MLW"
13380,"Erhac","MLX"
13381,"Manley Hot Springs Airport","MLY"
13382,"Melo Airport","MLZ"
13383,"Malmo Metropolitan Area","MMA"
13384,"Memanbetsu Airport","MMB"
13385,"Ciudad Mante Airport","MMC"
13386,"Minami Daito Airport","MMD"
13387,"Durham Tees Valley","MME"
13388,"Mammoth Lakes Airport","MMH"
13389,"McMinn County","MMI"
13390,"Matsumoto Airport","MMJ"
13391,"Murmansk Airport","MMK"
13392,"Marshall Muni/Ryan Field","MML"
13393,"Middlemount Airport","MMM"
13394,"Minute Man Air Field","MMN"
13395,"Mompos Airport","MMP"
13396,"Mbala Airport","MMQ"
13397,"McEntire Jngb","MMT"
13398,"Morristown Municipal","MMU"
13399,"Malmo Airport","MMX"
13400,"Miyako","MMY"
13401,"Fosston Municipal","MN1"
13402,"Moose Lake Carlton County","MN2"
13403,"Ortonville Municipal-Martinson Field","MN3"
13404,"Muanda","MNB"
13405,"Nacala Airport","MNC"
13406,"Gerald's","MNI"
13407,"Maiana Airport","MNK"
13408,"Manila Ninoy Aquino International","MNL"
13409,"Menominee County","MNM"
13410,"Marion Municipal","MNN"
13411,"Manono Airport","MNO"
13413,"Mongu Airport","MNR"
13414,"Mansa Airport","MNS"
13415,"Minto Airport","MNT"
13416,"Mawlamyine Airport","MNU"
13417,"Manicore Airport","MNX"
13418,"Manassas Regional/Harry P. Davis Field","MNZ"
13419,"Midwest National Air Center","MO1"
13420,"Washington Regional","MO2"
13421,"Orestes Acosta","MOA"
13422,"Mobile Regional","MOB"
13423,"Mario Ribeiro","MOC"
13424,"Modesto City-County-Harry Sham Field","MOD"
13425,"Mong Hsat Airport","MOG"
13426,"Aro","MOL"
13427,"Moudjeria Ledfotar","MOM"
13428,"Mount Cook Airport","MON"
13429,"Mount Pleasant Municipal","MOP"
13430,"Morondava Airport","MOQ"
13431,"Moore-Murrell","MOR"
13432,"Moses Point Airport","MOS"
13433,"Minot International","MOT"
13434,"Mountain Village Airport","MOU"
13435,"Moscow Metropolitan Area","MOW"
13437,"Monterrey Airport","MOY"
13438,"Temae","MOZ"
13439,"Watson Island International","MPB"
13440,"Montpelier Airport","ID2"
13441,"Petit Jean Park","MPJ"
13442,"Mokpo Airport","MPK"
13443,"Mediterranee","MPL"
13444,"Lourenco Marques","LUM"
13445,"Mount Pleasant Airport","MPN"
13446,"Pocono Mountains Municipal","MPO"
13447,"McPherson Airport","MPR"
13448,"Mount Pleasant Municipal","MPS"
13449,"Maliana Airport","MPT"
13450,"Edward F Knapp State","MPV"
13451,"Miyanmin Airport","MPX"
13452,"Macomb Municipal","MQB"
13453,"Indianapolis Regional","MQJ"
13454,"Mildura Airport","MQL"
13455,"Rossvoll","MQN"
13456,"Kruger Mpumalanga International","MQP"
13457,"Moundou Airport","MQQ"
13458,"Mustique Airport","MQS"
13459,"Marquette County","MQT"
13460,"Alula Aba Nega","MQX"
13461,"Smyrna Airport","MQY"
13462,"Misrata International","MRA"
13463,"Eastern WV Regional/Shepherd Field","MRB"
13464,"Maury County","MRC"
13465,"Alberto Carnevalli","MRD"
13466,"Beaufort Morehead City","MRH"
13467,"Merrill Field","MRI"
13469,"Marco Island Airport","MRK"
13470,"Morganton Lenoir","MRN"
13471,"Grand Case A/D","CCE"
13472,"Marseille Provence","MRS"
13473,"Plaisance","MRU"
13474,"Mineralnyye Vody Airport","MRV"
13475,"Del Caribe International","MRX"
13476,"Monterey Peninsula","MRY"
13477,"Moree Airport","MRZ"
13478,"Grenada Municipal","MS1"
13479,"Muskrat Dam Airport","MSA"
13480,"Falcon Field","MSC"
13481,"Manston Airport","MSE"
13482,"Masirah Airport","MSH"
13483,"Misawa AB","MSJ"
13484,"Northwest Alabama Regional","MSL"
13485,"Dane County Regional-Truax Field","MSN"
13486,"Missoula International","MSO"
13487,"Minneapolis-St Paul International","MSP"
13488,"Minsk 2","MSQ"
13490,"Massena International-Richards Field","MSS"
13491,"Maastricht Aachen","MST"
13492,"Moshoeshoe I International","MSU"
13493,"Sullivan County International","MSV"
13494,"Massawa Airport","MSW"
13495,"Louis Armstrong New Orleans International","MSY"
13496,"Yuri Gagarin","MSZ"
13497,"Colstrip Airport","MT1"
13498,"Selfridge Angb","MTC"
13499,"Mount Sanford Station","MTD"
13500,"Monte Alegre Airport","MTE"
13501,"The Florida Keys Marathon","MTH"
13502,"Montrose Regional","MTJ"
13503,"Maitland Airport","MTL"
13504,"Metlakatala","MTM"
13505,"Martin State","MTN"
13506,"Coles County Memorial","MTO"
13507,"Sky Portal","MTP"
13508,"Los Garzones","MTR"
13509,"Matsapha","MTS"
13510,"Minatitlan Airport","MTT"
13511,"Mota Lava Airport","MTV"
13512,"Manitowoc County","MTW"
13513,"Metro Field","MTX"
13514,"General Mariano Escobedo","MTY"
13515,"Israel Bar Yehuda","MTZ"
13516,"Munda Airport","MUA"
13517,"Maun Airport","MUB"
13518,"Muenchen","MUC"
13520,"Waimea-Kohala","MUE"
13521,"Mulege Airport","MUG"
13522,"Mersa Matruh Airport","MUH"
13523,"Spence","MUL"
13524,"Jose Tadeo Monagas International","MUN"
13525,"Mountain Home AFB","MUO"
13526,"Marudi Airport","MUR"
13527,"Muscatine Municipal","MUT"
13528,"Multan International","MUX"
13530,"Musoma Airport","MUZ"
13531,"Mvengue Airport","MVB"
13532,"Carrasco International","MVD"
13533,"Dixsept Rosado","MVF"
13534,"Marlboro","MVJ"
13535,"Morrisville Stowe State","MVL"
13536,"Kayenta Airport","MVM"
13537,"Mount Vernon Airport","MVN"
13539,"Maroua Ville","MVR"
13540,"Skagit Regional","MVW"
13541,"Martha's Vineyard Airport","MVY"
13543,"Veterans Airport of Southern Illinois","MWA"
13544,"Lawrence J Timmerman","MWC"
13545,"Mianwali Airport","MWD"
13546,"Grant County International","MWH"
13547,"Mineral Wells Airport","MWL"
13548,"Windom Municipal","MWM"
13549,"Hook Field Municipal","MWO"
13550,"Magway","MWQ"
13551,"Mwanza Airport","MWZ"
13552,"Andi Jemma","MXB"
13553,"Monticello Airport","MXC"
13554,"Laurinburg-Maxton","MXE"
13555,"Maxwell AFB","MXF"
13556,"Marlboro Airport","MXG"
13557,"Moro Airport","MXH"
13558,"Minna Airport","MXJ"
13559,"General Rodolfo Sanchez Taboada International","MXL"
13560,"Malpensa","MXP"
13561,"Maota Airport","MXS"
13562,"Maintirano Airport","MXT"
13563,"Mora Airport","MXX"
13564,"McCarthy Airport","MXY"
13565,"Moruya Airport","MYA"
13566,"Mayumba Airport","MYB"
13567,"Maracay Airport","MYC"
13568,"Malindi Airport","MYD"
13569,"Miyake Jima Airport","MYE"
13570,"Montgomery Field","MYF"
13571,"Mayaguana Airport","MYG"
13572,"Cliff Dwellers","MYH"
13573,"Matsuyama Airport","MYJ"
13574,"May Creek Airport","MYK"
13575,"McCall Municipal","MYL"
13576,"Mary Airport","MYP"
13577,"Myrtle Beach International","MYR"
13578,"Myitkyina Airport","MYT"
13579,"Mekoryuk Airport","MYU"
13580,"Yuba County","MYV"
13581,"Mtwara Airport","MYW"
13582,"Lutong","MYY"
13584,"Mocimboa Da Praia Airport","MZB"
13585,"Ma Kung AB","MZG"
13586,"Ambodedjo","MZI"
13587,"Pinal Airpark","MZJ"
13588,"Marakei Airport","MZK"
13589,"La Nubia","MZL"
13590,"Metz-Nancy Metz-Frescaty","MZM"
13591,"Minj Airport","MZN"
13592,"Sierra Maestra","MZO"
13593,"Mawlana Jalaluddin Muhammad Balkhi","MZR"
13594,"General Rafael Buelna International","MZT"
13595,"Marion Municipal","MZZ"
13596,"Pottstown Municipal","N47"
13597,"Trenton-Robbinsville","N87"
13598,"Narrabri Airport","NAA"
13599,"Harriman-and-West","NAD"
13600,"Dr. Baba Saheb Ambedkar International","NAG"
13601,"Nakhon Ratchasima Airport","NAK"
13602,"Nadi International","NAN"
13603,"Nanchong Airport","NAO"
13604,"Capodichino","NAP"
13605,"Lynden Pindling International","NAS"
13606,"Augusto Severo","NAT"
13607,"Napuka","NAU"
13609,"Nana","NAZ"
13610,"Nambaiyufa Airport","NBA"
13611,"Begishevo","NBC"
13612,"New Orleans NAS","NBG"
13613,"Newburgh Airport","NBJ"
13614,"Suvarnabhumi International","BKK"
13616,"Jomo Kenyatta International","NBO"
13617,"Glenview NAS","NBU"
13618,"Guantanamo Bay NAS","NBW"
13619,"Gastonia Municipal","NC1"
13620,"Johnston County","NC2"
13621,"Shelby Municipal","NC3"
13622,"Currituck County Regional","NC4"
13623,"Duplin County","NC5"
13624,"North Caicos Airport","NCA"
13625,"Cote D Azur","NCE"
13626,"Nachingwea Airport","NCH"
13627,"Necocli Airport","NCI"
13628,"Newcastle Airport","NCL"
13629,"Chenega Bay","NCN"
13630,"Quonset State Air Reserve National Guard Helipad","NCO"
13631,"Cubi Point NAS","NCP"
13632,"Dobbins ARB","NCQ"
13633,"Newcastle Airport","NCS"
13634,"Miguel Angel Castillo Zumbado","NCT"
13635,"Nukus Airport","NCU"
13636,"Annecy Meythet","NCY"
13637,"Hamry Field","ND1"
13638,"Nouadhibou Airport","NDB"
13639,"Nanded Airport","NDC"
13641,"Hassan Djamous","NDJ"
13642,"Ndele Airport","NDL"
13643,"El Aroui International","NDR"
13644,"Nordholz Airport","NDZ"
13645,"Gothenburg Municipal","NE1"
13646,"Blair Exec","NE2"
13647,"Glynco NAS","NEA"
13648,"Negril Airport","NEG"
13650,"Lakehurst Naec","NEL"
13651,"Neryungri Airport","NER"
13652,"New Bight Airport","NET"
13653,"Sam Neua Airport","NEU"
13654,"Newcastle","NEV"
13655,"Lakefront","NEW"
13656,"Fallon NAS","NFL"
13657,"Young Airport","NGA"
13658,"Lishe","NGB"
13659,"North Rim","NGC"
13660,"Anegada Airport","NGD"
13661,"N'Gaoundere Airport","NGE"
13662,"Kaneohe Bay MCAS","NGF"
13663,"Agana NAS","NGM"
13664,"Nagoya - Komaki","NGO"
13665,"Corpus Christi NAS","NGP"
13666,"Nagasaki Airport","NGS"
13667,"Norfolk NAS","NGU"
13668,"Alameda NAS","NGZ"
13669,"Nha Trang","NHA"
13670,"Minhad AB","NHD"
13671,"Patuxent River NAS","NHK"
13672,"RAF Northolt","NHT"
13673,"Nuku Hiva Fr.Poly.","NHV"
13674,"Brunswick Executive","NHZ"
13675,"Nimba Airport","NIA"
13676,"Nikolai Airport","NIB"
13677,"Nicosia Airport","NIC"
13678,"Niblack Airport","NIE"
13679,"Nikunau Airport","NIG"
13680,"Diori Hamani","NIM"
13681,"Ninilchik Airport","NIN"
13682,"Jacksonville NAS","NIP"
13683,"Niort Airport","NIT"
13684,"Nioro Airport","NIX"
13685,"Camden County","NJ1"
13686,"Eagles Nest","NJ2"
13687,"Atsugi NAF","NJA"
13688,"Nizhnevartovsk Airport","NJC"
13689,"El Centro NAF","NJK"
13690,"Nkan Airport","NKA"
13691,"Nouakchott Airport","NKC"
13692,"Lukou","NKG"
13693,"Naukiti Airport","NKI"
13694,"Chubu Centrair International","NGO"
13695,"Nankina Airport","NKN"
13696,"Nkongsamba Airport","NKS"
13697,"Cherry Point MCAS","N1C"
13698,"Nichin Cove Seaplane Base","NKV"
13699,"Diego Garcia Nsf","NKW"
13700,"Miramar MCAS","NKX"
13701,"Ndola Airport","NLA"
13702,"Lemoore NAS","NLC"
13703,"Nuevo Laredo Airport","NLD"
13704,"Nelson Lagoon Airport","NLG"
13705,"Norfolk Island Airport","NLK"
13706,"N'Dolo","NLO"
13707,"Nelspruit Airport","NLP"
13708,"Nicholson Station","NLS"
13709,"Norman's Cay Airport","NMC"
13710,"Nightmute Airport","NME"
13711,"San Miguel Airport","NMG"
13712,"Kenitra Airport","NNA"
13713,"Nanning Wuxu International","NNG"
13714,"Naknek Airport","NNK"
13715,"Nondalton Airport","NNL"
13716,"Nanuque Airport","NNU"
13717,"Nanyang East","NNY"
13718,"Nowra Airport","NOA"
13719,"Ireland West Airport Knock","NOC"
13720,"Nogales International","NOG"
13721,"Nonouti Airport","NON"
13722,"Nab","NOP"
13723,"Nordfjordur Airport","NOR"
13724,"Fascene","NOS"
13725,"Gnoss Field","NOT"
13726,"La Tontouta","NOU"
13727,"Albano Machado","NOV"
13728,"Pensacola NAS","NPA"
13729,"Napier Airport","NPE"
13730,"New Plymouth Airport","NPL"
13731,"Newport State","NPT"
13732,"Millington Memphis","NQA"
13733,"Kingsville NAS","NQI"
13734,"Presidente Peron","NQN"
13736,"Key West NAS","NQX"
13737,"Newquay Airport","NQY"
13738,"Narrandera Airport","NRA"
13739,"Mayport NS","NRB"
13740,"Grand Lake Regional","NRI"
13741,"Kungsangen","NRK"
13742,"North Ronaldsay Airport","NRL"
13743,"Roosevelt Roads NAS","NRR"
13744,"Narita International","NRT"
13745,"Noosa Aust.","NSA"
13746,"North Seaplane Base","NSB"
13747,"Whiting Field NAS North","NSE"
13748,"Andrews AFB","NSF"
13749,"Nsimalen","NSI"
13750,"NASA Shuttle Landing Facility","1FL"
13751,"Nelson Airport","NSN"
13752,"Scone Airport","NSO"
13753,"Nakhon Si Thammarat Airport","NST"
13754,"Sigonella Airport","NSY"
13755,"Snap Lake Mine/Debeers","NT1"
13756,"Point Mugu NAS","NTD"
13757,"Nantes Atlantique","NTE"
13758,"Williamtown","NTL"
13759,"Normanton Airport","NTN"
13760,"Santo Antao Airport","NTO"
13761,"Noto","NTQ"
13762,"Del Norte International","NTR"
13763,"Oceana NAS","NTU"
13764,"Pilanesberg International","NTY"
13765,"Nuernberg","NUE"
13766,"Nuguria Airport","NUG"
13767,"Nuiqsut Airport","NUI"
13768,"Nulato Airport","NUL"
13769,"Saufley Field NOLF","NUN"
13770,"Nunapitchuk Airport","NUP"
13771,"Moffett Federal Airfield","NUQ"
13772,"Whidbey Island NAS","NUW"
13773,"Perkins Field","NV1"
13774,"Benito Salas","NVA"
13775,"Nevada Municipal","NVD"
13776,"Narvik Airport","NVK"
13777,"Ministro Victor Konder International","ITJ"
13778,"Norwich Airport","NWI"
13780,"Willow Grove NAS","NXX"
13781,"Kingston Ulster","NY1"
13782,"Oswego County","NY2"
13783,"F and F Airpark Inc","NY3"
13784,"New York City Metropolitan Area","NYC"
13785,"Yuma MCAS/Yuma International","NYL"
13786,"Skavsta","NYO"
13787,"Bagan","NYU"
13788,"Cecil","NZC"
13789,"El Toro MCAS","NZJ"
13790,"South Weymouth NAS","NZW"
13791,"North Island NAS","NZY"
13792,"Benton Field","O85"
13793,"Orange Airport","OAG"
13794,"Bagram Air Base","AF1"
13795,"Albert J Ellis","OAJ"
13796,"Metro Oakland International","OAK"
13797,"Oamaru Airport","OAM"
13798,"El Arrayan","OAN"
13799,"Oaxaca International","OAX"
13801,"Obock Airport","OBC"
13802,"Oberpfaffenhofen Airport","OBF"
13803,"Obihiro Airport","OBO"
13804,"Aubenas Airport","OBS"
13805,"Garrett County","OBT"
13806,"Kobuk Airport","OBU"
13808,"Ocean City Municipal","OCE"
13809,"Ocala International-Jim Taylor Field","OCF"
13810,"A L Mangham Jr Regional","OCH"
13811,"Thumb Bay","OCI"
13812,"Boscobel","OCJ"
13813,"Bob Maxwell Memorial Airfield","OCN"
13814,"Warren Field","OCW"
13815,"Ouadda Airport","ODA"
13816,"Cordoba Airport","ODB"
13817,"Oodnadatta Airport","ODD"
13818,"Hans Christian Anderson","ODE"
13819,"Oakland Airport","ODM"
13820,"Odessa International","ODS"
13821,"A.J. Eisenberg","ODW"
13822,"Oecusse Airport","OEC"
13823,"Ornskoldsvik","OER"
13824,"Offutt AFB","OFF"
13825,"Norfolk Regional/Karl Stefan Memorial Field","OFK"
13826,"Ofu Airport","OFU"
13827,"Searle Field","OGA"
13828,"Orangeburg Municipal","OGB"
13829,"Ogden-Hinckley","OGD"
13830,"Kahului Airport","OGG"
13831,"Yonaguni Airport","OGN"
13832,"Ogdensburg International","OGS"
13833,"Fayette County","OH1"
13834,"Bellefontaine Regional","OH2"
13835,"Ross County","OH3"
13836,"Union County","OH4"
13837,"Cincinnati - Blue Ash","OH5"
13838,"Portage County","OH6"
13839,"Kent State University","OH7"
13840,"Ohakea Airport","OHA"
13841,"Northeast Cape AFS","OHC"
13842,"Ohrid Airport","OHD"
13843,"Oshakati Airport","OHI"
13844,"Wyk Auf Foehr","OHR"
13845,"Eaton","OIC"
13846,"Oshima","OIM"
13847,"Oita Airport","OIT"
13848,"Johnson County Executive","OJC"
13850,"Naha","OKA"
13851,"Will Rogers World","OKC"
13852,"Okadama","OKD"
13853,"Okayama Airport","OKJ"
13854,"Kokomo Municipal","OKK"
13855,"Okondja Airport","OKN"
13856,"Yokota AB","OKO"
13857,"Yorke Island Airport","OKR"
13858,"Oakey Airport","OKY"
13859,"Orland Airport","OLA"
13860,"Costa Smeralda","OLB"
13861,"Cattaraugus County-Olean","OLE"
13862,"L. M. Clayton","OLF"
13863,"Old Harbor Airport","OLH"
13864,"Rif","OLI"
13865,"Olympia Regional","OLM"
13866,"Olomouc Airport","OLO"
13867,"Olympic Dam Airport","OLP"
13868,"Nogales International","OLS"
13869,"Columbus Municipal","OLU"
13870,"Olive Branch Airport","OLV"
13871,"Eppley Airfield","OMA"
13872,"Omboue Airport","OMB"
13873,"Nome Airport","OME"
13874,"Rezayieh Airport","OMH"
13876,"Omak Airport","OMK"
13877,"Omkalai Airport","OML"
13878,"Mostar Airport","OMO"
13879,"Oradea Airport","OMR"
13880,"Omsk Airport","OMS"
13881,"Winona Municipal/Max Conrad Field","ONA"
13882,"Ondangwa Airport","OND"
13883,"Mornington Island Airport","ONG"
13884,"Albert S Nader Regional","ONH"
13885,"Odate Noshiro Airport","ONJ"
13886,"O'Neill Municipal","ONL"
13887,"Socorro Municipal","ONM"
13888,"Onion Bay Airport","ONN"
13889,"Ontario Municipal","ONO"
13890,"Newport Municipal","ONP"
13891,"Ontario International","ONT"
13892,"Enrique A Jimenez","ONX"
13893,"Cobol Alaska/Scaled/","OOB"
13894,"Toksook Bay","OOK"
13895,"Coolangatta","OOL"
13896,"Cooma Airport","OOM"
13898,"Miami Opa Locka Executive","OPF"
13899,"Ophir Airport","OPH"
13900,"Francisco Sa Carneiro","OPO"
13901,"McDonald Lake Airport","OQA"
13902,"Bible Camp Airport","OQB"
13903,"Cinder River Lodge Airport","OQC"
13905,"Lemesurier Island Airport","OQF"
13906,"Tracy Arm Airport","OQG"
13908,"Vrems Airport","OQI"
13909,"Akolik Airport","OQK"
13910,"Mels Airport","OQL"
13911,"Meshik Airport","OQM"
13912,"Telaquana Lake Airport","OQN"
13913,"Chelatna Lake Lodge Airport","OQO"
13914,"Pumice Airport","OQP"
13915,"Points Alsworth","OQQ"
13916,"Twin Lakes Airport","OQR"
13917,"Sandy Airport","OQS"
13919,"Waterkloof AFB","OQU"
13920,"Shirleyville Airport","OQV"
13921,"Doug Carney Strip Airport","OQW"
13922,"Shisholik Airport","OQX"
13923,"Camp Sivinuvik","OQY"
13924,"American Creek Airport","OQZ"
13925,"Grants Pass Airport","OR1"
13926,"Siletz Bay State","OR2"
13927,"Florence Municipal","OR3"
13928,"Orebro Airport","ORB"
13929,"Orocue Airport","ORC"
13930,"Chicago O'Hare International","ORD"
13931,"Norfolk International","ORF"
13932,"Zorg en Hoop","ORG"
13933,"Worcester Regional","ORH"
13934,"Port Lions Airport","ORI"
13935,"Cork Airport","ORK"
13936,"Exec","ORL"
13937,"Ahmed Benbella","ORN"
13939,"Orapa Airport","ORP"
13940,"Northway Airport","ORT"
13941,"Juan Mendoza","ORU"
13942,"Robert/Bob/Curtis Memorial","ORV"
13943,"Orly","ORY"
13944,"Orange Walk Airport","ORZ"
13945,"Osaka Metropolitan Area","OSA"
13946,"Grand Glaize - Osage Beach","OSB"
13947,"Oscoda-Wurtsmith","OSC"
13948,"Are Ostersund","OSD"
13949,"Wittman Regional","OSH"
13950,"Osijek Airport","OSI"
13951,"Oskarshamn Airport","OSK"
13952,"Gardermoen","OSL"
13953,"Mosul Airport","OSM"
13954,"Osan AB","OSN"
13955,"Redzikowo","OSP"
13956,"Mosnov","OSR"
13957,"Oostende","OST"
13958,"Ohio State University","OSU"
13959,"Kosciusko/Attala County","OSX"
13960,"Namsos Airport","OSY"
13961,"Koszalin Airport","OSZ"
13962,"Isla Contadora","OTD"
13963,"Worthington Municipal","OTG"
13964,"North Bend Municipal","OTH"
13965,"Ottumwa Industrial","OTM"
13966,"Henri Coanda","OTP"
13967,"Coto 47 Airport","OTR"
13968,"Anacortes Airport","OTS"
13969,"Otu Airport","OTU"
13970,"Ralph Wien Memorial","OTZ"
13971,"Ouagadougou Airport","OUA"
13972,"Angads International","OUD"
13973,"Ouesso Airport","OUE"
13974,"Oudtshoorn Airport","OUH"
13975,"Oulu Airport","OUL"
13976,"Max Westheimer","OUN"
13977,"Batouri Airport","OUR"
13978,"Bekily Airport","OVA"
13979,"Novosibirsk Airport","OVB"
13980,"Asturias Airport","OVD"
13981,"Oroville Municipal","OVE"
13982,"Owatonna Degner Regional","OWA"
13983,"Owensboro Daviess County","OWB"
13984,"Norwood Memorial","OWD"
13986,"Bissau Airport","BXO"
13987,"Waterbury Oxford","OXC"
13988,"Oxnard","OXR"
13989,"Knoxville Municipal","OXV"
13990,"Goya Airport","OYA"
13991,"Oyem Airport","OYE"
13992,"Oiapoque Airport","OYK"
13993,"Tres Arroyos Airport","OYO"
13994,"Yosemite National Park Airport","OYS"
13995,"Ozona Municipal","OZA"
13996,"Misamis","OZC"
13997,"Mokraya International","OZH"
13998,"Moron AB","OZP"
13999,"Cairns AAF","OZR"
14000,"Husky Haven","PA1"
14001,"Bedford County","PA2"
14002,"Hpa An","PAA"
14003,"Paderborn/Lippstadt","PAD"
14004,"Snohomish County","PAE"
14005,"Pagadian Airport","PAG"
14006,"Barkley Regional","PAH"
14007,"Port Allen","PAK"
14009,"Tyndall AFB","PAM"
14010,"Pattani Airport","PAN"
14011,"Palo Alto Airport","PAO"
14012,"Francois Duvalier International","PAP"
14013,"Palmer Buddy Woods Municipal","PAQ"
14014,"Paris Metropolitan Area","PAR"
14015,"Paros Airport","PAS"
14016,"Jai Prakash Narayan International Patna","PAT"
14017,"Paulo Afonso","PAV"
14018,"Port-de-Paix Airport","PAX"
14019,"Tungud/Pamol","PAY"
14020,"Poza Rica Airport","PAZ"
14021,"Point Barrow LRRS","PBA"
14022,"Hermanos Serdan International","PBC"
14023,"Porbandar Airport","PBD"
14024,"Grider Field","PBF"
14025,"Plattsburgh International","PBG"
14026,"Paro Airport","PBH"
14027,"Palm Beach International","PBI"
14028,"Pack Creek Airport","PBK"
14029,"Bartolome Salom","PBL"
14030,"Johan A. Pengel International","PBM"
14031,"Porto Amboim Airport","PBN"
14032,"Paraburdoo Airport","PBO"
14033,"Puerto Barrios Airport","PBR"
14034,"Pike County Hatcher Field","PBX"
14036,"Plettenberg Bay Airport","PBZ"
14037,"Portage Creek Airport","PCA"
14038,"Puerto Rico Airport","PCC"
14039,"Prairie Du Chien Municipal","PCD"
14040,"Painter Creek Airport","PCE"
14041,"Paso Caballos Airport","PCG"
14042,"Porcupine Creek Airport","PCK"
14043,"Captain FAP David Abensur Rengifo International","PCL"
14044,"Princeton Airport","PCT"
14045,"Puerto Inirida Airport","PDA"
14046,"Pedro Bay Airport","PDB"
14047,"Mueo Nickel","PDC"
14048,"Tabing","PDG"
14050,"Dekalb Peachtree","PDK"
14051,"Ponta Delgada Airport","PDL"
14052,"Capitan Corbeta C. A. Curbelo International","PDP"
14053,"Piedras Negras International","PDS"
14054,"Eastern Oregon Regional at Pendleton","PDT"
14055,"Tydeo Larre Borges International","PDU"
14056,"Plovdiv Airport","PDV"
14057,"Portland International","PDX"
14058,"Pedernales Airport","PDZ"
14059,"Echarate","PE1"
14060,"Andoas","PE2"
14061,"Penneshaw Airport","PEA"
14062,"Pelican Seaplane Base","PEC"
14063,"Bolshoe Savino","PEE"
14064,"Perugia Airport","PEG"
14065,"Matecana","PEI"
14066,"Beijing Airport","PEK"
14067,"Padre Aldamiz","PEM"
14068,"Penang International","PEN"
14069,"Progreso Airport","PEO"
14070,"Pecos Municipal","PEQ"
14071,"Perth International","PER"
14072,"Joao Simoes Lopes Neto","PET"
14073,"Puerto Lempira Airport","PEU"
14074,"Bacha Khan International","PEW"
14075,"Paf Warren Airport","PFA"
14076,"Passo Fundo Airport","PFB"
14077,"Port Frederick Airport","PFD"
14078,"Bay County","PFN"
14079,"Pafos International","PFO"
14080,"Ilebo Airport","PFR"
14081,"Page Municipal","PGA"
14082,"Charlotte County","PGD"
14083,"Perpignan Rivesaltes","PGF"
14084,"Pantnagar Airport","PGH"
14085,"Chitato Airport","PGI"
14086,"Depati Amir","PGK"
14087,"Jackson County","PGL"
14088,"Port Graham Airport","PGM"
14089,"Stevens Field","PGO"
14091,"Peach Springs Dirt Strip","PGS"
14092,"Pitt Greenville","PGV"
14093,"Phan Rang Airport","PHA"
14094,"Parnaiba Airport","PHB"
14095,"Port Harcourt Airport","PHC"
14096,"Harry Clever Field","PHD"
14097,"Port Hedland International","PHE"
14098,"Newport News/Williamsburg International","PHF"
14099,"Pinheiro Airport","PHI"
14100,"Philadelphia International","PHL"
14101,"St. Clair County International","PHN"
14102,"Point Hope Airport","PHO"
14103,"Deuba","PHR"
14104,"Phitsanulok Airport","PHS"
14105,"Henry County","PHT"
14106,"Hendrik Van Eck","PHW"
14107,"Phoenix Sky Harbor International","PHX"
14108,"General Downing - Peoria International","PIA"
14109,"Hattiesburg-Laurel Regional","PIB"
14110,"Pine Cay British West Indies","PIC"
14111,"Nassau-Paradise Island","PID"
14112,"St Pete Clearwater International","PIE"
14113,"Pocatello Regional","PIH"
14114,"Phillips Field","PII"
14115,"Prestwick","PIK"
14116,"Harris County","PIM"
14117,"Parintins Airport","PIN"
14118,"Pisco International","PIO"
14119,"Pilot Point Airport","PIP"
14120,"Pierre Municipal","PIR"
14121,"Biard","PIS"
14122,"Pittsburgh International","PIT"
14123,"Capitan Concha","PIU"
14124,"Pico","PIX"
14125,"Point Lay Dew Station","PIZ"
14126,"Payson Airport","PJB"
14127,"Panjgur Airport","PJG"
14128,"Puerto Jimenez Airport","PJM"
14129,"Port San Juan Airport","PJS"
14130,"Napaskiak Airport","PKA"
14131,"Marietta Mid-Ohio Valley Regional","PKB"
14132,"Yelizovo","PKC"
14133,"Park Rapids Municipal-Konshok Field","PKD"
14134,"Parkes Airport","PKE"
